Modelo 1,Modelo 2,Modelo 3,Modelo 4
-3125713.08349526,-2828636.23487673,-3078259.96420576,-3077529.01148161
-3125721.70916725,-2828637.70888702,-3077638.61782286,-3077645.78527931
-3126459.43647736,-2828619.37770712,-3077476.39960744,-3077663.34762774
-3124913.99539075,-2828618.62361879,-3077650.46948184,-3078151.16087435
-3125715.38418355,-2828628.65893132,-3077505.85422451,-3077402.26201695
-3125966.2792849,-2828630.39300415,-3077328.33235453,-3077820.6244929
-3125334.29995548,-2828622.03830676,-3077855.40623539,-3077628.22062139
-3124753.10331015,-2828635.31097766,-3077565.48964991,-3078000.12578639
-3125755.43092181,-2828632.85404361,-3078417.07880356,-3078307.29238233
-3125266.74244312,-2828626.20164236,-3077830.79856555,-3078134.98136554
-3125420.46545145,-2828619.26312096,-3077671.18967501,-3076915.29719967
-3124942.51339004,-2828625.10958387,-3077417.34740452,-3077952.83551667
-3125319.7411651,-2828618.71583023,-3078140.5084815,-3078072.31663361
-3125856.49233536,-2828636.19529914,-3077868.23508032,-3077803.33328679
-3125235.51543119,-2828627.32753976,-3078133.08889691,-3077258.81250461
-3125090.22813426,-2828624.7805082,-3077763.36602618,-3077508.95112615
-3125162.81560184,-2828629.4282227,-3077988.68136445,-3077928.98875724
-3124702.99106227,-2828620.71957911,-3077669.0757753,-3078303.51588362
-3126066.64823122,-2828622.15925436,-3078193.13036911,-3078008.39626172
-3126263.77295747,-2828633.12134835,-3077127.61044955,-3077936.69291262
-3125432.51922493,-2828617.2431866,-3078185.32376649,-3077862.1861265
-3124881.23179433,-2828633.20303946,-3077729.11562137,-3078006.27169248
-3125514.5081448,-2828637.60578479,-3077863.02609667,-3077837.21843675
-3126355.87282654,-2828620.79525171,-3077163.76170575,-3078086.53143091
-3126017.62102508,-2828627.74514292,-3077379.83038929,-3077855.93035185
-3125423.52941719,-2828623.89043171,-3078339.41621806,-3077275.69357376
-3124867.64513895,-2828623.45492349,-3077172.01340398,-3077526.8662885
-3125745.56567393,-2828633.28314305,-3077962.1313752,-3078241.86974066
-3125671.77206139,-2828625.53749033,-3077462.86257161,-3078418.36766627
-3125254.15623695,-2828639.07645298,-3078202.94277853,-3078044.50389905
-3124957.86568469,-2828627.79615773,-3078100.3280744,-3077368.98206084
-3124968.72220004,-2828633.87136452,-3078115.12258494,-3077325.77650326
-3124811.71310735,-2828627.71216978,-3078202.03177465,-3077357.37887472
-3126092.17238308,-2828629.02489043,-3077612.38530248,-3078690.06772139
-3125270.18607637,-2828622.31983017,-3077631.62472777,-3078839.94398172
-3126579.09510638,-2828630.33568844,-3077557.82457246,-3078023.260907
-3125944.95885536,-2828641.39346736,-3078953.53904694,-3077744.7833662
-3125266.17783571,-2828628.30253258,-3077583.07776191,-3078361.10054288
-3125017.12108969,-2828622.17357504,-3077443.77363097,-3076758.93312396
-3125267.87571752,-2828628.01155309,-3078002.69528909,-3078064.24352062
-3125870.51356583,-2828634.07725999,-3077920.4330151,-3077895.08166991
-3125360.1635506,-2828637.32462821,-3077374.73247316,-3077686.29376984
-3124819.35112198,-2828621.44222267,-3077777.38083271,-3078103.39864272
-3125800.08844516,-2828629.31483401,-3077304.55259577,-3077603.59380796
-3125925.65300199,-2828623.52958694,-3078068.87873254,-3077543.46000653
-3124907.10802713,-2828626.49371517,-3076949.91162111,-3078503.44389806
-3125951.87234778,-2828628.15085516,-3079074.41389274,-3077786.37905665
-3125296.64530623,-2828634.07879225,-3077961.43446559,-3077981.62445196
-3125655.12989226,-2828637.79095772,-3078357.20829873,-3077588.92170792
-3125156.15893863,-2828621.81043764,-3077909.318353,-3077778.89451826
-3125295.67104211,-2828628.78544924,-3077108.54770797,-3077445.69295021
-3124371.00283106,-2828635.50672022,-3077503.38455986,-3077919.90117948
-3125787.52818813,-2828621.8735559,-3078165.91162264,-3078033.2032597
-3125538.63958821,-2828635.19270726,-3077765.05680797,-3078301.76259751
-3126160.25325945,-2828629.49754044,-3077554.45409436,-3077933.31808954
-3125045.64998627,-2828637.94635704,-3078194.83304562,-3076864.49231102
-3124750.14159823,-2828618.10178007,-3078434.0524541,-3077878.51294213
-3125288.61998853,-2828621.95218898,-3077289.02584796,-3078491.98063993
-3124594.27730762,-2828634.83251931,-3078054.98783268,-3078307.9700465
-3125241.19546604,-2828622.36818808,-3078072.63185933,-3077454.86538169
-3125585.85823213,-2828628.81712296,-3077143.0864413,-3077802.57607401
-3125632.25407526,-2828630.37860896,-3078496.49815594,-3078046.73330954
-3125516.91793434,-2828631.67214501,-3076330.17085868,-3077364.70086636
-3124983.55608366,-2828622.43308042,-3077649.92590034,-3077938.34387935
-3124903.59073264,-2828632.03357646,-3077500.97754311,-3078171.31592919
-3124906.5343739,-2828624.0938221,-3077427.4816171,-3077902.16019945
-3125083.07057419,-2828629.46409799,-3077474.82244452,-3077590.60434149
-3125056.91846637,-2828635.3451974,-3078090.6450762,-3077487.04949681
-3124890.98455229,-2828618.29527183,-3077780.63037848,-3078155.83491797
-3124833.55343511,-2828618.49723044,-3077878.55033222,-3076965.40736274
-3125451.81791943,-2828624.81611819,-3078061.4632346,-3076994.85479905
-3125499.89787841,-2828625.88977075,-3077627.07637823,-3077884.48351635
-3125455.75881132,-2828632.07023348,-3077474.67352911,-3077426.07506808
-3125675.40199867,-2828618.81888918,-3078384.94090741,-3077721.46537742
-3125586.54640371,-2828632.78239523,-3077597.23439514,-3077945.07840802
-3125533.51906933,-2828623.16892163,-3077469.56805628,-3078128.40551193
-3125087.60034766,-2828627.32233216,-3076980.89324813,-3078395.6925337
-3125194.11592126,-2828622.85308877,-3076941.13145237,-3078094.0701241
-3125519.991969,-2828630.94482221,-3077496.23397784,-3078170.69974263
-3126024.98155066,-2828638.80311023,-3076633.86096817,-3077142.65645216
-3126001.74815023,-2828629.25062281,-3077361.90452815,-3077606.15214702
-3125229.68838454,-2828628.91136841,-3077604.42193934,-3077358.47005278
-3125322.71277851,-2828632.84072904,-3077978.02491857,-3077457.57192526
-3125565.88599287,-2828634.06427101,-3078426.46984705,-3077900.59656317
-3125602.77768677,-2828626.82590048,-3077881.6470733,-3078147.08652462
-3124410.40591554,-2828629.32707177,-3077888.32334106,-3076899.39276364
-3125735.44642485,-2828630.86306875,-3077704.59351139,-3077665.26178077
-3125177.53004885,-2828621.0378178,-3077924.49301631,-3076970.18363176
-3125557.05019846,-2828624.75427754,-3077817.59141314,-3078188.0773101
-3125791.18148977,-2828629.94476231,-3077792.09294164,-3077601.03939974
-3124873.34740997,-2828635.53231542,-3077796.13892514,-3077306.14939339
-3124859.23055307,-2828624.31902349,-3077085.29786176,-3077605.55196343
-3125218.71826957,-2828627.47153513,-3077726.84859319,-3077471.05914342
-3125948.76671752,-2828631.69622254,-3078103.98048539,-3078402.58268907
-3124963.47930039,-2828638.41312678,-3077410.47832252,-3077786.36933697
-3125483.72944642,-2828637.29889165,-3077500.11558668,-3078076.43533163
-3124830.91614259,-2828629.75790187,-3077615.46613819,-3077781.73470519
-3125220.08494385,-2828626.60584837,-3077825.39440986,-3077401.4896092
-3125075.47810269,-2828628.17616921,-3077473.08024542,-3077991.71241473
-3125430.17471126,-2828624.35307236,-3078391.05149689,-3077625.6941447
-3125349.56393076,-2828631.11735719,-3077951.64213379,-3077982.03567328
-3125517.72741815,-2828625.39646038,-3078191.41567551,-3078202.12532777
-3124867.49160715,-2828625.12810084,-3078039.87649906,-3077819.03874432
-3125286.93258653,-2828632.78928592,-3078461.81023741,-3077225.13949683
-3125435.08025283,-2828627.72575038,-3076775.554625,-3077319.66870982
-3125389.44021693,-2828633.74527909,-3076560.71149943,-3077233.48252862
-3124994.72552686,-2828635.94000839,-3077902.38454996,-3077544.34316508
-3125091.67619986,-2828626.77815999,-3076282.13874562,-3077617.99875999
-3125267.21988376,-2828622.19098163,-3077334.66932171,-3078006.58319885
-3124564.35740322,-2828625.33643207,-3077084.53512654,-3077667.6972554
-3124805.33364377,-2828621.9523345,-3077974.96698077,-3077509.41316987
-3125216.03390651,-2828624.8113419,-3077771.09431402,-3077249.82622786
-3124693.56643173,-2828620.9686801,-3077662.54488542,-3078253.61819939
-3125716.03127493,-2828633.85848724,-3077754.05921696,-3077926.39512975
-3124996.57575779,-2828636.60652306,-3077841.3309582,-3078719.04514604
-3125447.38455846,-2828640.24584114,-3078226.57845734,-3077552.74746022
-3125719.61942626,-2828631.47308315,-3077771.09436435,-3077467.59849277
-3125053.00537198,-2828626.4505185,-3077865.34745793,-3077205.51829965
-3125466.22450766,-2828628.62994518,-3077889.70182501,-3077693.86523804
-3125430.12426581,-2828624.02997112,-3078483.96377934,-3077695.96829061
-3126342.41524924,-2828628.50054565,-3077490.98911817,-3077855.67703398
-3124634.73947545,-2828629.2324307,-3077795.537102,-3077697.34791252
-3125684.76435116,-2828625.21924445,-3077723.01353416,-3077558.06319768
-3125504.08274385,-2828625.87619631,-3077519.39460372,-3077515.235648
-3125264.76358965,-2828620.68709874,-3077694.62955888,-3077968.12369147
-3125465.85006234,-2828623.11094974,-3078126.54783592,-3077043.03092005
-3124549.36705553,-2828622.58839257,-3078626.23672512,-3078627.64476623
-3125282.71709126,-2828619.00522389,-3077343.6042632,-3078560.30987815
-3125288.31665122,-2828621.65699849,-3078085.57003163,-3077385.10835988
-3124542.15182196,-2828638.22049701,-3077824.36021642,-3078165.89648042
-3125610.38656686,-2828630.63916037,-3077805.17610302,-3077672.32541026
-3125117.24136491,-2828640.64683747,-3078289.06842972,-3078427.53230805
-3125367.11143486,-2828634.60677886,-3077877.24075042,-3078151.5487351
-3124915.41226803,-2828630.30024547,-3077826.46591412,-3077305.19047228
-3126484.18574967,-2828620.37478869,-3077456.81797462,-3077540.08928332
-3124113.18550068,-2828618.07172337,-3078039.97020156,-3077587.17489055
-3125327.29318152,-2828632.98175618,-3078408.44578401,-3077769.32704913
-3125213.83921022,-2828623.93323813,-3077590.92364831,-3077922.27295885
-3125084.60560073,-2828628.1557342,-3078234.1132954,-3078460.60402835
-3125416.80253277,-2828624.71575555,-3077840.71333848,-3078780.22768429
-3124746.37901944,-2828624.97994233,-3078396.85756728,-3077925.64551646
-3124517.71222735,-2828628.53621292,-3077349.40180549,-3077312.91506726
-3125715.09535282,-2828617.58266716,-3077191.52842534,-3077426.19376885
-3124683.72344885,-2828638.42931013,-3077743.8293459,-3077962.57372485
-3126134.15330959,-2828618.63019771,-3077209.11540866,-3078085.63677965
-3124858.64898127,-2828627.26150781,-3077773.85130016,-3078016.83081661
-3125945.53481767,-2828623.75971381,-3077554.21391407,-3077588.29072825
-3125206.86134172,-2828621.86132008,-3077686.40336199,-3077788.52855085
-3125078.59517137,-2828630.32852962,-3077250.63642623,-3077624.77708132
-3125495.89753321,-2828630.02649642,-3077424.96582274,-3077465.07685137
-3125414.56433629,-2828630.22998139,-3078195.54998311,-3078480.3481074
-3125959.16440192,-2828630.1261391,-3077703.89546051,-3078622.55031823
-3125994.56871738,-2828634.4376793,-3076771.37785062,-3077059.09520082
-3125731.58828591,-2828628.51060812,-3077977.6834549,-3078433.10273264
-3125383.57988688,-2828628.08602565,-3077677.60100438,-3077468.04797977
-3124826.61881185,-2828623.46706087,-3077420.80226765,-3077992.85819359
-3125750.93706486,-2828628.51785242,-3077853.44254135,-3078227.665287
-3125391.12356291,-2828622.97943016,-3078111.31816546,-3077960.93558674
-3125139.43635539,-2828639.31816589,-3078411.12147511,-3078241.49715815
-3124921.4314334,-2828623.53572262,-3077783.82889446,-3078182.45976348
-3126195.04210008,-2828623.48618021,-3077577.51001874,-3077342.54512069
-3125506.99273498,-2828621.29468611,-3077758.73738455,-3078261.36351911
-3125049.64648047,-2828626.70900225,-3077510.5391911,-3077086.5819493
-3125711.96126123,-2828628.66669245,-3077585.62983574,-3077831.34859882
-3124782.604078,-2828625.18992484,-3077866.75603953,-3077734.03079339
-3125133.97088101,-2828631.17495315,-3077630.8298465,-3077904.48987069
-3126366.62663831,-2828628.59790987,-3078046.58694674,-3077466.83555213
-3125636.57428756,-2828633.79621335,-3077342.49494129,-3078515.17185638
-3125169.35811907,-2828623.71710448,-3077401.40203968,-3077775.73303131
-3124120.5574616,-2828636.24542113,-3078129.92158245,-3077747.85590124
-3124884.7403031,-2828625.37669544,-3077839.10344487,-3078211.84047779
-3125177.50293443,-2828636.85619769,-3077594.04009258,-3077696.10719574
-3125531.50806562,-2828621.19352521,-3078003.93758482,-3077724.3393955
-3125127.78315004,-2828625.12647661,-3078234.67379768,-3078065.88364908
-3124893.79587243,-2828624.9351138,-3077682.33590813,-3077458.22525706
-3124684.87560682,-2828620.58371288,-3077382.66804957,-3078583.98491198
-3125418.66590157,-2828627.96252744,-3077914.9862766,-3077825.32110355
-3125110.42746366,-2828638.97607617,-3078422.82503325,-3077984.23434881
-3125319.85443199,-2828633.38104667,-3077810.11790666,-3077881.28331387
-3124254.5114103,-2828641.4352271,-3077632.61815869,-3077399.74502699
-3125023.51496965,-2828623.11907138,-3078034.78311191,-3077749.24626395
-3125675.37842628,-2828627.49359645,-3078071.18162437,-3077524.39891621
-3125508.12768181,-2828622.32545312,-3078272.30183382,-3077335.96921056
-3124541.4979414,-2828620.99670862,-3077772.37079167,-3077869.29845543
-3125797.59091742,-2828621.07743347,-3077503.4422607,-3078755.70256341
-3125399.81179461,-2828622.54752348,-3078329.73077956,-3077322.21607134
-3124780.99556023,-2828620.14616337,-3077896.86830061,-3077925.71032511
-3125493.84209472,-2828631.15577436,-3077845.33332918,-3077586.2069934
-3125254.26108953,-2828635.23451442,-3077390.25622043,-3077774.3706674
-3125936.25853498,-2828631.99410512,-3077388.52956067,-3077648.02729344
-3125787.91262905,-2828624.48499824,-3077564.40271727,-3077491.44786838
-3125185.90194054,-2828623.53915155,-3078134.86544261,-3077488.72362856
-3125703.64403433,-2828626.87827722,-3078299.37882247,-3077329.37485672
-3125446.84893092,-2828625.57081259,-3077593.70952867,-3077058.91800778
-3125416.62517253,-2828625.87434153,-3077939.77277443,-3078102.84575555
-3125418.35381635,-2828627.91021165,-3077879.49558904,-3077186.13980443
-3124931.37460184,-2828623.77469346,-3078277.67089695,-3077923.58188826
-3125541.27420874,-2828632.99514032,-3077698.7502424,-3076782.67180876
-3125009.63499804,-2828630.51355076,-3077873.77488443,-3077484.43508401
-3124726.7422648,-2828635.10793887,-3077508.78925716,-3078069.03129097
-3124966.78798527,-2828639.60328733,-3077375.7112981,-3077596.8388433
-3125098.41554008,-2828633.74774695,-3078516.3636197,-3077301.36485958
-3125440.55073363,-2828628.17041413,-3078063.08643598,-3078146.37569967
-3125854.77546137,-2828630.20030568,-3078115.83021493,-3077539.74721821
-3125056.11446266,-2828623.52943901,-3077900.77588137,-3078419.36792783
-3125114.13679678,-2828620.43866827,-3078211.3898046,-3077593.79078126
-3125067.91404012,-2828622.0862532,-3078106.01346981,-3078434.87944156
-3124983.88214389,-2828616.76113775,-3077493.94422265,-3077893.21904713
-3125348.66438698,-2828621.75440447,-3077618.8120194,-3078008.57051343
-3125515.39764366,-2828630.71618586,-3077575.76076339,-3077806.68059258
-3125873.82985654,-2828634.93970256,-3077953.96578864,-3078587.88132457
-3125240.51635827,-2828632.82564989,-3078165.46987287,-3077650.47017781
-3124867.86651873,-2828628.08082965,-3076417.50306796,-3078021.34154103
-3125813.8762894,-2828632.65928543,-3077537.59410932,-3077247.78459265
-3125532.70744215,-2828628.0210657,-3077123.09106131,-3077220.90824793
-3125402.75878377,-2828635.11840646,-3077671.34921246,-3078402.04886287
-3125322.23374795,-2828622.68925285,-3077406.85911277,-3078647.80594144
-3125687.66135746,-2828627.25753992,-3077990.63605201,-3077710.39152295
-3124509.46968123,-2828635.98083895,-3077196.65697306,-3078212.42091159
-3125990.95853663,-2828616.65053111,-3077968.31439031,-3077924.18057597
-3125668.1365347,-2828630.6578099,-3077598.13414099,-3078350.35749375
-3125331.86105581,-2828619.34997063,-3078166.22930524,-3077817.31624987
-3125774.99669877,-2828628.84616957,-3077715.21228355,-3077942.23518135
-3125386.49497998,-2828627.6463907,-3077977.33053453,-3077809.32282647
-3125684.95624306,-2828626.283946,-3078296.19238652,-3078355.47824943
-3125901.6752297,-2828632.81844328,-3077885.73971975,-3077400.89979336
-3125176.95923048,-2828636.59834453,-3076617.91619679,-3077986.47055966
-3125227.71217467,-2828625.71512202,-3078220.68523869,-3078058.72969214
-3125722.4751379,-2828625.00422693,-3077301.07412792,-3078124.48571633
-3124744.73927699,-2828616.20603151,-3078044.70229059,-3078325.05175193
-3125232.71078719,-2828627.5819457,-3077757.25933631,-3077319.96746628
-3125281.7559424,-2828620.73729783,-3077745.14644069,-3077480.36347969
-3125422.37664139,-2828623.51923891,-3077390.34174547,-3077640.88105971
-3124801.90149451,-2828625.29435075,-3077517.39299488,-3077615.01187796
-3124744.68756274,-2828640.63539408,-3077369.91235893,-3077217.47524613
-3125854.02497117,-2828637.6198607,-3076866.91123569,-3076961.14677794
-3125987.46197492,-2828622.96571897,-3077287.01421763,-3077721.78491031
-3125129.66074013,-2828630.41301202,-3078174.61967116,-3077993.41831709
-3125025.25437172,-2828628.7149195,-3077509.15905035,-3078082.34525817
-3124976.82554469,-2828635.45702192,-3077548.29957999,-3077985.5798393
-3125337.73798122,-2828620.67943217,-3077880.2570313,-3078036.69098941
-3126026.66603993,-2828630.5815211,-3078267.95488672,-3077761.44468112
-3125087.62073682,-2828631.98753905,-3077970.78405589,-3077323.13619673
-3125541.64491517,-2828628.5336772,-3077446.72891386,-3076912.81156903
-3125301.46416583,-2828632.53733859,-3077394.31775644,-3077563.91366426
-3125223.64903203,-2828635.1211129,-3077724.36307346,-3077694.66408385
-3125470.64146897,-2828618.5060316,-3077141.58438904,-3077157.55751492
-3126099.56479787,-2828624.51727244,-3077965.2086474,-3078225.75693813
-3124947.36130953,-2828620.12416047,-3077894.42665041,-3077303.66173099
-3125587.06888911,-2828629.02316034,-3078324.50316865,-3078500.82023069
-3126283.51701581,-2828630.16038546,-3077178.12573085,-3077325.96759401
-3125870.74834444,-2828631.47043723,-3077475.44856916,-3077666.97045915
-3125408.11917696,-2828631.91840471,-3077802.53780573,-3077247.34373665
-3125129.65113445,-2828633.8664934,-3077392.16320419,-3078380.91288957
-3124811.2226977,-2828627.6596761,-3077691.6451756,-3077529.55142032
-3125529.21141347,-2828632.16149974,-3077919.7337718,-3078307.47033202
-3125242.30005845,-2828627.30407456,-3077815.09026068,-3077518.32263252
-3124922.85768997,-2828633.66633056,-3077348.86044608,-3077355.49956654
-3126300.0549302,-2828629.53300219,-3077607.4263865,-3077759.60550032
-3125108.24467501,-2828627.75778938,-3077725.53768832,-3078693.51420395
-3125171.89978932,-2828622.56074941,-3077950.56277926,-3077736.42298874
-3125194.6196355,-2828625.62669903,-3077166.79730149,-3077542.03919042
-3126215.38942271,-2828633.99054641,-3076938.33996079,-3077412.08489706
-3125185.62770195,-2828617.84594866,-3077353.15292284,-3077529.81195485
-3125395.82664054,-2828620.13812285,-3078073.16677387,-3078014.22294162
-3124581.07466397,-2828625.4255359,-3077093.57322705,-3078709.275858
-3125250.12481293,-2828626.26403292,-3078003.16210174,-3078628.1553076
-3125625.34701875,-2828628.75809813,-3078068.17747028,-3077992.1798973
-3124850.79040846,-2828625.13150564,-3077675.80669957,-3077577.08728137
-3126049.79776116,-2828630.62950312,-3077323.70971778,-3077547.39273328
-3125553.60660167,-2828625.73850336,-3077798.40371982,-3077610.35652643
-3124547.25553228,-2828626.8325639,-3077415.83206953,-3078303.51880422
-3125668.74144496,-2828623.26538801,-3078201.31782063,-3078355.84111962
-3126509.89190988,-2828630.84461063,-3077404.13805245,-3077525.41081491
-3125538.80292368,-2828625.39258009,-3077861.02076512,-3077815.17861158
-3125465.79835591,-2828632.60970614,-3077493.99051275,-3078390.07888754
-3125406.50608327,-2828625.59422907,-3077680.04332205,-3077308.86172583
-3125636.02658625,-2828639.7540296,-3077432.00835825,-3077762.44818479
-3124941.70170914,-2828624.62846566,-3077711.58438047,-3078565.41633191
-3125000.06893972,-2828624.85420237,-3077500.50829974,-3077804.274612
-3125401.73863626,-2828639.6232776,-3077983.79475433,-3078544.65353413
-3125504.30605061,-2828620.46921715,-3077257.03701877,-3077476.12718204
-3125233.94827553,-2828629.74675362,-3077959.10046893,-3077000.54497985
-3125597.02227986,-2828623.90460082,-3077407.32931868,-3077474.67261019
-3125037.95021836,-2828627.8325807,-3077536.05625136,-3077650.88953127
-3125534.80929592,-2828636.09059054,-3077343.80300321,-3078258.18240609
-3125492.02981219,-2828631.72263622,-3077879.47522234,-3077877.37114993
-3124587.27524971,-2828634.30763506,-3077763.64193231,-3078027.90591505
-3125129.3265454,-2828623.72299224,-3077686.68524326,-3077927.75008484
-3125096.15081887,-2828625.71693058,-3077663.14533474,-3077573.16279484
-3125146.60792711,-2828629.21737598,-3077167.26756134,-3077747.27084181
-3125047.2794611,-2828621.92326506,-3077192.18036946,-3078275.93347587
-3124658.1909463,-2828624.72088068,-3078425.10719905,-3077568.79236391
-3125751.3187005,-2828638.48735447,-3077948.91537395,-3077951.17920575
-3124423.01780764,-2828629.18300756,-3077621.34629766,-3078155.86872084
-3125197.21057821,-2828630.68568615,-3077309.8066983,-3077258.49813296
-3125335.72309294,-2828626.06177724,-3077118.11115036,-3078452.57495978
-3126183.61416523,-2828638.95030283,-3078167.82196371,-3077794.11921165
-3125157.12898778,-2828619.1216264,-3077312.31387695,-3077276.92393102
-3125343.75137039,-2828627.62412975,-3077751.83160755,-3076589.822231
-3125770.45173815,-2828624.14066086,-3077205.28221179,-3078069.2044225
-3124578.35938559,-2828623.60074002,-3078446.60235855,-3078229.59449659
-3125435.91845678,-2828625.98884891,-3078279.67738079,-3078411.21085356
-3125152.19856495,-2828624.74688808,-3077187.02484462,-3078388.50268204
-3125281.62529918,-2828620.62539097,-3077753.79434415,-3078261.44080124
-3126666.18175,-2828627.13707595,-3077334.22480808,-3076929.71798998
-3125669.74435986,-2828630.45989515,-3077398.72751811,-3077814.66982096
-3125823.46448793,-2828627.84438897,-3077672.34624383,-3077545.57212889
-3125287.11955896,-2828633.38021945,-3077930.05114246,-3077780.16355099
-3124922.03745952,-2828634.02426135,-3077595.75253674,-3078053.17637319
-3125098.73117716,-2828628.37340073,-3077790.96030505,-3077544.31029357
-3125019.28275791,-2828632.92875019,-3077377.34400919,-3076987.16979797
-3126077.76760161,-2828624.73255488,-3077683.10861614,-3077424.40747431
-3125649.71709935,-2828632.46747271,-3078125.74120735,-3077747.25332212
-3125780.70326853,-2828631.23766323,-3078174.5601534,-3078078.57661567
-3125715.96720525,-2828641.06124707,-3078401.98282755,-3078079.94181534
-3126247.70504235,-2828619.57499799,-3077670.72696963,-3077615.32522932
-3125520.48898053,-2828628.37071137,-3077183.36018517,-3077088.2237492
-3125605.66602821,-2828620.73059946,-3078213.6330773,-3077196.86898949
-3125319.56714014,-2828640.33304152,-3077328.73113013,-3077920.91308699
-3125533.08949341,-2828638.46047113,-3077737.51053513,-3077318.74987384
-3125511.57759709,-2828623.76955637,-3078233.00785021,-3077602.64542375
-3125692.10179282,-2828626.10537449,-3078042.75492756,-3077741.2349359
-3124726.02964939,-2828627.85124538,-3077985.30030618,-3077021.45381923
-3125204.94830568,-2828629.15215039,-3077917.09990944,-3077334.01970216
-3124110.3624594,-2828626.02467655,-3077628.66666521,-3077751.38522341
-3125549.07142168,-2828630.22412696,-3077418.39043691,-3078499.28833364
-3125573.97093959,-2828635.56705158,-3078731.0270203,-3077662.36225543
-3124674.80598009,-2828626.37560032,-3077836.44110343,-3077642.55391115
-3125355.66394681,-2828634.71863069,-3076685.62324081,-3077723.5174761
-3125553.11932884,-2828623.90850071,-3078088.84761519,-3078046.37164677
-3125495.18576515,-2828622.56467392,-3078415.00931351,-3077702.62551127
-3125021.8800654,-2828628.19294788,-3078084.22836385,-3077826.59883855
-3125716.6315986,-2828636.45732615,-3078030.46772759,-3077359.50099216
-3125552.18719775,-2828624.9645497,-3077911.45710696,-3077737.56173283
-3125434.01196361,-2828619.72221646,-3077408.70693536,-3078193.64679173
-3125062.81703544,-2828634.18702392,-3077387.07897256,-3077720.97409405
-3125988.83195613,-2828638.01533008,-3077766.35301744,-3077921.00933432
-3125741.30856601,-2828620.32598952,-3077242.95846137,-3077828.69698084
-3125508.11182464,-2828626.70220773,-3077479.15343458,-3078093.77839218
-3126070.12344109,-2828628.6419569,-3077802.19163572,-3077216.58133055
-3125152.22699298,-2828639.08800883,-3077363.39121382,-3077824.49986154
-3125596.9275498,-2828632.37322981,-3077716.45911647,-3078082.1105149
-3125322.21303899,-2828617.40185309,-3077908.92552311,-3078251.95935923
-3124707.84865968,-2828623.68863279,-3078128.04045321,-3077560.39305754
-3125520.4119763,-2828631.27902691,-3078145.9817641,-3077514.81566068
-3124589.28318572,-2828631.39664366,-3077517.97458305,-3078125.86570011
-3125183.79129496,-2828628.51895069,-3078554.62908222,-3077226.85452906
-3125167.87891907,-2828626.55024528,-3078096.00662813,-3078067.13771536
-3124973.5729691,-2828632.80444891,-3077800.83520989,-3077559.91328779
-3124919.84609782,-2828623.7245304,-3077521.56175757,-3077996.52165171
-3125046.26451169,-2828618.88914528,-3078249.0873948,-3077504.16227372
-3125089.8050874,-2828632.3756097,-3077224.60515474,-3077525.26410186
-3126327.54048281,-2828620.83817542,-3077889.99859797,-3077706.95072707
-3125038.97597527,-2828625.78959831,-3077678.34564716,-3078805.36626564
-3125228.22847037,-2828631.12571021,-3078108.39156926,-3078505.23361157
-3125862.62407582,-2828624.09997467,-3078273.59632301,-3077992.73915412
-3125817.79587564,-2828631.96055992,-3077999.59220944,-3078448.64588191
-3125535.36314135,-2828625.58284588,-3077861.68825605,-3078004.42581603
-3125253.7491033,-2828625.06844457,-3078071.35765217,-3076651.55344309
-3125007.62697169,-2828630.30912235,-3078157.05739589,-3078427.79517406
-3125310.17806198,-2828632.23499088,-3077653.46046646,-3078171.16227042
-3124649.69836326,-2828634.21438545,-3077591.0337352,-3077617.45783297
-3125394.43004012,-2828620.90908358,-3077166.73095308,-3077189.0443217
-3125687.84761654,-2828614.93409744,-3078130.59160482,-3078445.1126117
-3124404.74719149,-2828629.43279196,-3078130.02550624,-3077784.4351964
-3125217.79182404,-2828628.94873347,-3078068.32927565,-3077864.91288738
-3124523.45118481,-2828631.04902361,-3077751.06851387,-3077600.6403524
-3124972.28849935,-2828628.00272477,-3078113.13565933,-3077642.94134733
-3124606.6492659,-2828629.68678329,-3077766.02485435,-3077887.88893534
-3125838.05412522,-2828622.97588108,-3077360.35915178,-3077497.35625895
-3124664.81765336,-2828628.9488747,-3077599.41541024,-3077956.88692898
-3125265.67237985,-2828626.90339326,-3077975.07739535,-3077491.42652976
-3124889.5028627,-2828633.40833934,-3077442.26905778,-3078060.52465293
-3124710.96705935,-2828637.05302875,-3078080.69143448,-3077453.77484329
-3125937.99033669,-2828627.37968023,-3077842.58666682,-3077667.99065352
-3125488.19700852,-2828632.66614634,-3078145.25058549,-3077077.03567057
-3125591.83702255,-2828621.26049152,-3076561.56607795,-3077516.39590974
-3125735.27098093,-2828629.37593235,-3077969.18009844,-3078000.37311462
-3125204.31960405,-2828640.99361373,-3078475.22783117,-3078031.6682409
-3125136.88235421,-2828624.81295986,-3077818.75323153,-3077559.95946365
-3125414.04083581,-2828636.86696518,-3076943.64349607,-3078047.5321131
-3124823.74737006,-2828632.51607837,-3078185.67199747,-3078503.76708244
-3124708.02601554,-2828635.93120973,-3077249.43946289,-3077387.24487389
-3126040.34155908,-2828630.42327743,-3077848.84053912,-3077458.75625075
-3125220.82135983,-2828634.10791866,-3077919.61968609,-3077153.04962556
-3125438.21986127,-2828629.64585013,-3077581.83596775,-3077605.97341953
-3125581.29956375,-2828630.49902503,-3077289.55535363,-3077628.43237673
